taxa	region	state	host	date	year	PEAL
MN643089.1_RJ123_Brazil_Miguel_Pereira-RJ_Brazil_Alouatta_guariba_2017-10-19	Southeast	RJ	NHP	19/10/2017	2017	Other
MN643090.1_RJ136_Brazil_Ilha_Grande-RJ_Brazil_Alouatta_guariba_2018-02-04	Southeast	RJ	NHP	04/02/2018	2018	Other
MN643091.1_RJ138_Brazil_Ilha_Grande-RJ_Brazil_Alouatta_guariba_2018-02-07	Southeast	RJ	NHP	07/02/2018	2018	Other
MN643092.1_RJ139_Brazil_Ilha_Grande-RJ_Brazil_Alouatta_guariba_2018-02-07	Southeast	RJ	NHP	07/02/2018	2018	Other
MT497520.1_YFV/Monkey/Brazil/2016/PNH106_CP224_Brazil_Sao_Paulo_Potirendaba_Brazil_Sapajus_sp._2016-10-10	Southeast	SP	NHP	10/10/2016	2016	Other
MT497521.1_YFV/Monkey/Brazil/2016/PNH12_CP159_Brazil_Sao_Paulo_Pindorama_Brazil_Alouatta_sp._2016-10-13	Southeast	SP	NHP	13/10/2016	2016	Other
MT497522.1_YFV/Monkey/Brazil/2016/PNH504_CP182_Brazil_Sao_Paulo_Jaboticabal_Brazil_Alouatta_sp._2016-11-15	Southeast	SP	NHP	15/11/2016	2016	Other
MT497523.1_YFV/Monkey/Brazil/2016/PNH94_CP227_Brazil_Sao_Paulo_Catanduva_Brazil_Alouatta_sp._2016-11-16	Southeast	SP	NHP	16/11/2016	2016	Other
MT497524.1_YFV/Monkey/Brazil/2016/PNH160_CP164_Brazil_Sao_Paulo_Catigua_Brazil_Alouatta_sp._2016-12-12	Southeast	SP	NHP	12/12/2016	2016	Other
MT497525.1_YFV/Monkey/Brazil/2017/PNH580_CP179_Brazil_Sao_Paulo_Ribeirao_Preto_Brazil_Alouatta_sp._2017-01-21	Southeast	SP	NHP	21/01/2017	2017	Other
MW034590.1_JabSPM02_Brazil_Brazil_Alouatta_caraya_2016-11-01	Southeast	SP	NHP	01/11/2016	2016	Other
MW308134.1_YFV084FIG_YFV084FIG_Brazil_Sao_Paulo_Cunha_Brazil_Human_2018-10-26	Southeast	SP	Human	26/10/2018	2018	Other
MW308135.1_YFV085FIG_YFV085FIG_Brazil_Sao_Paulo_Iporanga_Brazil_Human_2019-01-20	Southeast	SP	Human	20/01/2019	2019	Other
MZ604838.1_UNVERIFIED_Yellow_fever_virus_strain_SP01/BRA/2019_Brazil_Brazil_Human_2019	Southeast	SP	Human	2019	2019	Other
MZ604839.1_UNVERIFIED_Yellow_fever_virus_strain_SP02/BRA/2019_Brazil_Brazil_Human_2019	Southeast	SP	Human	2019	2019	Other
MZ604840.1_UNVERIFIED_Yellow_fever_virus_strain_SP01/BRA/2018_Brazil_Brazil_Human_2018	Southeast	SP	Human	2018	2018	Other
MZ604841.1_UNVERIFIED_Yellow_fever_virus_strain_SP03/BRA/2019_Brazil_Brazil_Human_2019	Southeast	SP	Human	2019	2019	Other
MZ604842.1_UNVERIFIED_Yellow_fever_virus_strain_SP03/BRA/2018_Brazil_Brazil_Human_2018	Southeast	SP	Human	2018	2018	Other
MZ604843.1_UNVERIFIED_Yellow_fever_virus_strain_SP05/BRA/2019_Brazil_Brazil_Human_2019	Southeast	SP	Human	2019	2019	Other
MZ604844.1_UNVERIFIED_Yellow_fever_virus_strain_SP06/BRA/2019_Brazil_Brazil_Human_2019	Southeast	SP	Human	2019	2019	Other
MZ604845.1_UNVERIFIED_Yellow_fever_virus_strain_SP04/BRA/2018_Brazil_Brazil_Human_2018	Southeast	SP	Human	2018	2018	Other
MZ604846.1_UNVERIFIED_Yellow_fever_virus_strain_SP07/BRA/2019_Brazil_Brazil_Human_2019	Southeast	SP	Human	2019	2019	Other
MZ604847.1_UNVERIFIED_Yellow_fever_virus_strain_SP08/BRA/2019_Brazil_Brazil_Human_2019	Southeast	SP	Human	2019	2019	Other
MZ604848.1_UNVERIFIED_Yellow_fever_virus_strain_SP09/BRA/2019_Brazil_Brazil_Human_2019	Southeast	SP	Human	2019	2019	Other
MZ604849.1_UNVERIFIED_Yellow_fever_virus_strain_SP10/BRA/2019_Brazil_Brazil_Human_2019	Southeast	SP	Human	2019	2019	Other
MZ604850.1_UNVERIFIED_Yellow_fever_virus_strain_SP11/BRA/2019_Brazil_Brazil_Human_2019	Southeast	SP	Human	2019	2019	Other
MZ604851.1_UNVERIFIED_Yellow_fever_virus_strain_SP12/BRA/2019_Brazil_Brazil_Human_2019	Southeast	SP	Human	2019	2019	Other
MZ604852.1_UNVERIFIED_Yellow_fever_virus_strain_SP13/BRA/2019_Brazil_Brazil_Human_2019	Southeast	SP	Human	2019	2019	Other
MZ604853.1_UNVERIFIED_Yellow_fever_virus_strain_SP14/BRA/2019_Brazil_Brazil_Human_2019	Southeast	SP	Human	2019	2019	Other
MZ604854.1_UNVERIFIED_Yellow_fever_virus_strain_SP23/BRA/2019_Brazil_Brazil_Human_2019	Southeast	SP	Human	2019	2019	Other
MZ604855.1_UNVERIFIED_Yellow_fever_virus_strain_SP15/BRA/2019_Brazil_Brazil_Human_2019	Southeast	SP	Human	2019	2019	Other
MZ604856.1_UNVERIFIED_Yellow_fever_virus_strain_SP06/BRA/2018_Brazil_Brazil_Human_2018	Southeast	SP	Human	2018	2018	Other
MZ604857.1_UNVERIFIED_Yellow_fever_virus_strain_SP25/BRA/2019_Brazil_Brazil_Human_2019	Southeast	SP	Human	2019	2019	Other
MZ604858.1_UNVERIFIED_Yellow_fever_virus_strain_SP16/BRA/2019_Brazil_Brazil_Human_2019	Southeast	SP	Human	2019	2019	Other
MZ604859.1_UNVERIFIED_Yellow_fever_virus_strain_SP07/BRA/2018_Brazil_Brazil_Human_2018	Southeast	SP	Human	2018	2018	Other
MZ604860.1_UNVERIFIED_Yellow_fever_virus_strain_SP17/BRA/2019_Brazil_Brazil_Human_2019	Southeast	SP	Human	2019	2019	Other
MZ604861.1_UNVERIFIED_Yellow_fever_virus_strain_SP08/BRA/2018_Brazil_Brazil_Human_2018	Southeast	SP	Human	2018	2018	Other
MZ604862.1_UNVERIFIED_Yellow_fever_virus_strain_SP10/BRA/2018_Brazil_Brazil_Human_2018	Southeast	SP	Human	2018	2018	Other
MZ604863.1_UNVERIFIED_Yellow_fever_virus_strain_SP18/BRA/2019_Brazil_Brazil_Human_2019	Southeast	SP	Human	2019	2019	Other
MZ604864.1_UNVERIFIED_Yellow_fever_virus_strain_SP19/BRA/2019_Brazil_Brazil_Human_2019	Southeast	SP	Human	2019	2019	Other
MZ604865.1_UNVERIFIED_Yellow_fever_virus_strain_SP12/BRA/2018_Brazil_Brazil_Human_2018	Southeast	SP	Human	2018	2018	Other
MZ604866.1_UNVERIFIED_Yellow_fever_virus_strain_SP13/BRA/2018_Brazil_Brazil_Human_2018	Southeast	SP	Human	2018	2018	Other
MZ604867.1_UNVERIFIED_Yellow_fever_virus_strain_SP22/BRA/2019_Brazil_Brazil_Human_2019	Southeast	SP	Human	2019	2019	Other
MZ604868.1_UNVERIFIED_Yellow_fever_virus_strain_SP02/BRA/2018_Brazil_Brazil_Human_2018	Southeast	SP	Human	2018	2018	Other
MZ604869.1_UNVERIFIED_Yellow_fever_virus_strain_SP04/BRA/2019_Brazil_Brazil_Human_2019	Southeast	SP	Human	2019	2019	Other
MZ604870.1_UNVERIFIED_Yellow_fever_virus_strain_SP05/BRA/2018_Brazil_Brazil_Human_2018	Southeast	SP	Human	2018	2018	Other
MZ604871.1_UNVERIFIED_Yellow_fever_virus_strain_SP24/BRA/2019_Brazil_Brazil_Human_2019	Southeast	SP	Human	2019	2019	Other
MZ604872.1_UNVERIFIED_Yellow_fever_virus_strain_SP09/BRA/2018_Brazil_Brazil_Human_2018	Southeast	SP	Human	2018	2018	Other
MZ604873.1_UNVERIFIED_Yellow_fever_virus_strain_SP11/BRA/2018_Brazil_Brazil_Human_2018	Southeast	SP	Human	2018	2018	Other
MZ604874.1_UNVERIFIED_Yellow_fever_virus_strain_SP20/BRA/2019_Brazil_Brazil_Human_2019	Southeast	SP	Human	2019	2019	Other
MZ604875.1_UNVERIFIED_Yellow_fever_virus_strain_SP21/BRA/2019_Brazil_Brazil_Human_2019	Southeast	SP	Human	2019	2019	Other
MZ604876.1_UNVERIFIED_Yellow_fever_virus_strain_SP14/BRA/2018_Brazil_Brazil_Human_2018	Southeast	SP	Human	2018	2018	Other
MZ712127.1_Andre_da_Rocha_02_Brazil_Brazil_Alouatta_guariba_clamitans_2021-03-04	South	RS	NHP	04/03/2021	2021	Other
MZ712128.1_Barracao_02_Brazil_Brazil_Alouatta_guariba_clamitans_2021-02-22	South	RS	NHP	22/02/2021	2021	Other
MZ712129.1_Barracao_03_Brazil_Brazil_Alouatta_guariba_clamitans_2021-02-22	South	RS	NHP	22/02/2021	2021	Other
MZ712130.1_Barracao_04_Brazil_Brazil_Alouatta_guariba_clamitans_2021-02-22	South	RS	NHP	22/02/2021	2021	Other
MZ712131.1_Esmeralda_01_Brazil_Brazil_Alouatta_guariba_clamitans_2021-02-19	South	RS	NHP	19/02/2021	2021	Other
MZ712132.1_Esmeralda_02_Brazil_Brazil_Alouatta_guariba_clamitans_2021-02-24	South	RS	NHP	24/02/2021	2021	Other
MZ712133.1_Esmeralda_03_Brazil_Brazil_Alouatta_guariba_clamitans_2021-02-25	South	RS	NHP	25/02/2021	2021	Other
MZ712134.1_Esmeralda_04_Brazil_Brazil_Alouatta_guariba_clamitans_2021-02-25	South	RS	NHP	25/02/2021	2021	Other
MZ712135.1_Ipe_01_Brazil_Brazil_Alouatta_guariba_clamitans_2021-03-08	South	RS	NHP	08/03/2021	2021	Other
MZ712136.1_Monte_Alegre_dos_Campos_01_Brazil_Brazil_Alouatta_guariba_clamitans_2021-02-08	South	RS	NHP	08/02/2021	2021	Other
MZ712137.1_Monte_Alegre_dos_Campos_02_Brazil_Brazil_Alouatta_guariba_clamitans_2021-02-26	South	RS	NHP	26/02/2021	2021	Other
MZ712138.1_Monte_Alegre_dos_Campos_03_Brazil_Brazil_Alouatta_guariba_clamitans_2021-03-03	South	RS	NHP	03/03/2021	2021	Other
MZ712139.1_Muitos_Capoes_01_Brazil_Brazil_Alouatta_guariba_clamitans_2021-02-20	South	RS	NHP	20/02/2021	2021	Other
MZ712140.1_Pinhal_da_Serra_01_Brazil_Brazil_Alouatta_guariba_clamitans_2021-01-25	South	RS	NHP	25/01/2021	2021	Other
MZ712141.1_Pinhal_da_Serra_02_Brazil_Brazil_Alouatta_guariba_clamitans_2021-02-03	South	RS	NHP	03/02/2021	2021	Other
MZ712142.1_Pinhal_da_Serra_03_Brazil_Brazil_Alouatta_guariba_clamitans_2021-02-03	South	RS	NHP	03/02/2021	2021	Other
MZ712143.1_Pinhal_da_Serra_05_Brazil_Brazil_Alouatta_guariba_clamitans_2021-02-08	South	RS	NHP	08/02/2021	2021	Other
MZ712144.1_Pinhal_da_Serra_07_Brazil_Brazil_Alouatta_guariba_clamitans_2021-02-11	South	SC	NHP	11/02/2021	2021	Other
MZ712145.1_Pinhal_da_Serra_08_Brazil_Brazil_Alouatta_guariba_clamitans_2021-02-19	South	RS	NHP	19/02/2021	2021	Other
MZ712146.1_Pinhal_da_Serra_09_Brazil_Brazil_Alouatta_guariba_clamitans_2021-02-19	South	RS	NHP	19/02/2021	2021	Other
MZ712147.1_Vacaria_01_Brazil_Brazil_Alouatta_guariba_clamitans_2021-02-22	South	RS	NHP	22/02/2021	2021	Other
MZ712148.1_Vacaria_02_Brazil_Brazil_Alouatta_guariba_clamitans_2021-02-22	South	RS	NHP	22/02/2021	2021	Other
MZ712149.1_Vacaria_04_Brazil_Brazil_Alouatta_guariba_clamitans_2021-02-24	South	RS	NHP	24/02/2021	2021	Other
OL519587.1_MG66-L_Brazil_Brazil_Alouatta_caraya_2021-08-25	Southeast	MG	NHP	25/08/2021	2021	Other
OL519588.1_MG66-S_Brazil_Brazil_Alouatta_caraya_2021-08-25	Southeast	MG	NHP	25/08/2021	2021	Other
OL519589.1_MG66-k_Brazil_Brazil_Alouatta_caraya_2021-08-25	Southeast	MG	NHP	25/08/2021	2021	Other
ON022239.1_0158/18_FA_partial_genome_0158/18_FA_Brazil_MG_Juiz_De_Fora_Brazil_Human_2018-01-17	Southeast	MG	Human	17/01/2018	2018	Other
ON022240.1_0042/18_IV_partial_genome_Brazil_MG_Juiz_De_Fora__IBGE7_3136702__Brazil_Alouatta_2018-01-05	Southeast	MG	NHP	05/01/2018	2018	Other
ON022241.1_0053/18_IV_partial_genome_Brazil_MG_Juiz_De_Fora__IBGE7_3136702__Brazil_Alouatta_2018-01-02	Southeast	MG	NHP	02/01/2018	2018	Other
ON022242.1_0100/18_FA_partial_genome_0100/18_FA_Brazil_MG_Juiz_De_Fora_Brazil_Human_2018-01-15	Southeast	MG	Human	15/01/2018	2018	Other
ON022243.1_0051/18_IV_partial_genome_Brazil_MG_Piranga__IBGE7_3150802__Brazil_Callithrix_2018-01-08	Southeast	MG	NHP	08/01/2018	2018	Other
ON022244.1_0154/18_FA_partial_genome_0154/18_FA_Brazil_MG_Ponte_Nova_Brazil_Human_2018-01-17	Southeast	MG	Human	17/01/2018	2018	Other
ON022245.1_0031/18_FA_partial_genome_0031/18_FA_Brazil_MG_Mariana_Brazil_Human_2018-01-05	Southeast	MG	Human	05/01/2018	2018	Other
ON022246.1_0044/18_FA_partial_genome_0044/18_FA_Brazil_MG_Mariana_Brazil_Human_2018-01-09	Southeast	MG	Human	09/01/2018	2018	Other
ON022247.1_0071/18_FA_partial_genome_0071/18_FA_Brazil_MG_Mariana_Brazil_Human_2018-01-13	Southeast	MG	Human	13/01/2018	2018	Other
ON022248.1_0107/18_FA_partial_genome_0107/18_FA_Brazil_MG_Mariana_Brazil_Human_2018-01-15	Southeast	MG	Human	15/01/2018	2018	Other
ON022249.1_0129/18_FA_partial_genome_0129/18_FA_Brazil_MG_Mariana_Brazil_Human_2018-01-16	Southeast	MG	Human	16/01/2018	2018	Other
ON022250.1_0136/18_FA_vaccinated_partial_genome_0136/18_FA_vaccinated_Brazil_MG_Mariana_Brazil_Human_2018-01-16	Southeast	MG	Human	16/01/2018	2018	Other
ON022251.1_0048/18_IV_partial_genome_Brazil_MG_Itabirito__IBGE7_3131901__Brazil_Cebidae_2018-01-05	Southeast	MG	NHP	05/01/2018	2018	Other
ON022252.1_0047/18_IV_partial_genome_Brazil_MG_Itatiaiucu__IBGE7_3133709__Brazil_Cebidae_2018-01-01	Southeast	MG	NHP	01/01/2018	2018	Other
ON022253.1_0163/18_FA_vaccinated_partial_genome_0163/18_FA_vaccinated_Brazil_MG_Brumadinho_Brazil_Human_2018-01-17	Southeast	MG	Human	17/01/2018	2018	Other
ON022254.1_0045/18_IV_partial_genome_Brazil_MG_Brumadinho__IBGE7_3109006__Brazil_Callithrix_penicillata_2018-01-04	Southeast	MG	NHP	04/01/2018	2018	Other
ON022255.1_0092/18_FA_partial_genome_0092/18_FA_Brazil_MG_Brumadinho_Brazil_Human_2018-01-15	Southeast	MG	Human	15/01/2018	2018	Other
ON022256.1_0091/18_FA_partial_genome_0091/18_FA_Brazil_MG_Rio_Acima_Brazil_Human_2018-01-13	Southeast	MG	Human	13/01/2018	2018	Other
ON022257.1_0025/18_FA_partial_genome_0025/18_FA_Brazil_MG_Nova_Lima_Brazil_Human_2018-01-08	Southeast	MG	Human	08/01/2018	2018	Other
ON022258.1_0043/18_IV_partial_genome_Brazil_MG_Nova_Lima__IBGE7_3144805__Brazil_Cebidae_2017-12-30	Southeast	MG	NHP	30/12/2017	2017	Other
ON022259.1_0049/18_IV_partial_genome_Brazil_MG_Nova_Lima__IBGE7_3144805__Brazil_Callithrix_penicillata_2018-01-02	Southeast	MG	NHP	02/01/2018	2018	Other
ON022260.1_0068/18_FA_partial_genome_0068/18_FA_Brazil_MG_Nova_Lima_Brazil_Human_2018-01-14	Southeast	MG	Human	14/01/2018	2018	Other
ON022261.1_096/18_FA_partial_genome_096/18_FA_Brazil_MG_Nova_Lima_Brazil_Human_2018-01-15	Southeast	MG	Human	15/01/2018	2018	Other
ON022262.1_0046/18_IV_partial_genome_Brazil_MG_Santa_Barbara__IBGE7_3157203__Brazil_Alouatta_2018-01-06	Southeast	MG	NHP	06/01/2018	2018	Other
ON022263.1_0043/18_FA_partial_genome_0043/18_FA_Brazil_MG_Belo_Horizonte_Brazil_Human_2018-01-10	Southeast	MG	Human	10/01/2018	2018	Other
ON022264.1_0007/18_IV_partial_genome_Brazil_MG_Belmiro_Braga__IBGE7_3106101__Brazil_Callithrix_penicillata_2017-12-18	Southeast	MG	NHP	18/12/2017	2017	Other
ON022265.1_0055/18_IV_partial_genome_Brazil_MG_Brumadinho__IBGE7_3109006__Brazil_Callithrix_penicillata_2018-01-04	Southeast	MG	NHP	04/01/2018	2018	Other
ON022266.1_0005/18_IV_partial_genome_Brazil_MG_Caete__IBGE7_3110004__Brazil_Cebidae_2017-12-26	Southeast	MG	NHP	26/12/2017	2017	Other
ON022267.1_0109/18_FA_partial_genome_0109/18_FA_Brazil_MG_Mariana_Brazil_Human_2018-01-15	Southeast	MG	Human	15/01/2018	2018	Other
ON022268.1_0299/2018_partial_genome_0299/2018_Brazil_RJ_Rio_De_Janeiro_2018-01-16	Southeast	RJ	Human	16/01/2018	2018	Other
ON022269.1_7922/2017_partial_genome_Brazil_RJ_Nova_Iguacu__IBGE7_3303500__Brazil_Alouatta_2017-11-28	Southeast	RJ	NHP	28/11/2017	2017	Other
ON022270.1_0276/2018_partial_genome_0276/2018_Brazil_RJ_Teresopolis_2018-01-17	Southeast	RJ	Human	17/01/2018	2018	Other
ON022271.1_0331/2018_partial_genome_0331/2018_Brazil_RJ_Teresopolis_2018-01-16	Southeast	RJ	Human	16/01/2018	2018	Other
ON022272.1_0113/2018_partial_genome_0113/2018_Brazil_RJ_Teresopolis_2018-01-06	Southeast	RJ	Human	06/01/2018	2018	Other
ON022273.1_0227/2018_partial_genome_0227/2018_Brazil_RJ_Valenca_2018-01-13	Southeast	RJ	Human	13/01/2018	2018	Other
ON022274.1_0229/2018_partial_genome_0229/2018_Brazil_RJ_Valenca_2018-01-13	Southeast	RJ	Human	13/01/2018	2018	Other
ON022275.1_0232/2018_partial_genome_0232/2018_Brazil_RJ_Valenca_2018-01-14	Southeast	RJ	Human	14/01/2018	2018	Other
ON022276.1_0303/2018_partial_genome_0303/2018_Brazil_RJ_Valenca_2018-01-15	Southeast	RJ	Human	15/01/2018	2018	Other
ON022277.1_0306/2018_partial_genome_0306/2018_Brazil_RJ_Valenca_2018-01-15	Southeast	RJ	Human	15/01/2018	2018	Other
ON022278.1_0318/2018_partial_genome_0318/2018_Brazil_RJ_Valenca_2018-01-15	Southeast	RJ	Human	15/01/2018	2018	Other
ON022279.1_0185/2018_partial_genome_0185/2018_Brazil_RJ_Valenca_2018-01-11	Southeast	RJ	Human	11/01/2018	2018	Other
ON022280.1_0023/2018_partial_genome_Brazil_RJ_Sumidouro__IBGE7_3305703__Brazil_Alouatta_2017-12-15	Southeast	RJ	NHP	15/12/2017	2017	Other
ON022281.1_0101/2018_partial_genome_Brazil_RJ_Sumidouro__IBGE7_3305703__Brazil_Alouatta_2017-12-22	Southeast	RJ	NHP	22/12/2017	2017	Other
ON022282.1_TEC1053_partial_genome_TEC1053_Brazil_RJ_Rio_De_Janeiro_2018-01-23	Southeast	RJ	Human	23/01/2018	2018	Other
ON022283.1_4965_partial_genome_Brazil_SP_Aguas_De_Lindoia__IBGE7_3500501__Brazil_Callicebus_2018-11-21	Southeast	SP	NHP	21/11/2018	2018	Other
ON022284.1_4950_partial_genome_Brazil_SP_Atibaia__IBGE7_3504107__Brazil_Callithrix_2018-01-11	Southeast	SP	NHP	11/01/2018	2018	Other
ON022285.1_3383_partial_genome_Brazil_SP_Bananal__IBGE7_3504909__Brazil_Alouatta_2018-03-11	Southeast	SP	NHP	11/03/2018	2018	Other
ON022286.1_3766_partial_genome_Brazil_SP_Cacapava__IBGE7_3508504__Brazil_Haemagogus_janthinomys_2018-06-25	Southeast	SP	Mosq	25/06/2018	2018	Other
ON022287.1_4393_partial_genome_Brazil_SP_Caraguatatuba__IBGE7_3510500__Brazil_Alouatta_2018-07-20	Southeast	SP	NHP	20/07/2018	2018	Other
ON022288.1_IAL-10_partial_genome_Brazil_SP_Catanduva__IBGE7_3511102__Brazil_Primates_2016-11-16	Southeast	SP	NHP	16/11/2016	2016	Other
ON022289.1_3551_from_Haemagogus_janthinomys_capricornii_partial_genome_Brazil_SP_Igarata__IBGE7_3520202__Brazil_Haemagogus_janthinomys_2018-05-23	Southeast	SP	Mosq	23/05/2018	2018	Other
ON022291.1_3541_partial_genome_Brazil_SP_Igarata__IBGE7_3520202__Brazil_Haemagogus_leucocelaenus_2018-05-28	Southeast	SP	Mosq	28/05/2018	2018	Other
ON022292.1_3551_from_Homo_sapiens_partial_genome_Brazil_SP_Itapetininga__IBGE7_3522307__Brazil_Primates_2018-03-20	Southeast	SP	NHP	20/03/2018	2018	Other
ON022293.1_3530_partial_genome_Brazil_SP_Jacarei__IBGE7_3524402__Brazil_Haemagogus_leucocelaenus_2018-05-28	Southeast	SP	Mosq	28/05/2018	2018	Other
ON022294.1_3521_partial_genome_Brazil_SP_Jacarei__IBGE7_3524402__Brazil_Haemagogus_leucocelaenus_2018-05-28	Southeast	SP	Mosq	28/05/2018	2018	Other
ON022295.1_2377_partial_genome_Brazil_SP_Jarinu__IBGE7_3525201__Brazil_Haemagogus_leucocelaenus_2018-04-23	Southeast	SP	Mosq	23/04/2018	2018	Other
ON022296.1_3255_partial_genome_Brazil_SP_Juquia__IBGE7_3526100__Brazil_Alouatta_2018-03-02	Southeast	SP	NHP	02/03/2018	2018	Other
ON022297.1_4956_partial_genome_Brazil_SP_Nazare_Paulista__IBGE7_3532405__Brazil_Sapajus_2018-01-18	Southeast	SP	NHP	18/01/2018	2018	Other
ON022298.1_36384_partial_genome_36384_Brazil_SP_Peruibe_2018-03-23	Southeast	SP	Human	23/03/2018	2018	Other
ON022299.1_4976_partial_genome_Brazil_SP_Pinhalzinho__IBGE7_3538204__Brazil_Alouatta_2018-03-12	Southeast	SP	NHP	12/03/2018	2018	Other
ON022300.1_IAL-1_partial_genome_Brazil_SP_Ribeirao_Preto__IBGE7_3543402__Brazil_Culicidae_2016-11-03	Southeast	SP	Mosq	03/11/2016	2016	Other
ON022301.1_IAL-2_partial_genome_Brazil_SP_Ribeirao_Preto__IBGE7_3543402__Brazil_Culicidae_2016-11-03	Southeast	SP	Mosq	03/11/2016	2016	Other
ON022302.1_IAL-3_partial_genome_Brazil_SP_Ribeirao_Preto__IBGE7_3543402__Brazil_Culicidae_2016-11-03	Southeast	SP	Mosq	03/11/2016	2016	Other
ON022303.1_IAL-6_partial_genome_Brazil_SP_Ribeirao_Preto__IBGE7_3543402__Brazil_Primates_2017-01-24	Southeast	SP	NHP	24/01/2017	2017	Other
ON022304.1_3687_partial_genome_Brazil_SP_Sao_Jose_Dos_Campos__IBGE7_3549904__Brazil_Haemagogus_leucocelaenus_2018-07-04	Southeast	SP	Mosq	04/07/2018	2018	Other
ON022305.1_3689_partial_genome_Brazil_SP_Sao_Jose_Dos_Campos__IBGE7_3549904__Brazil_Haemagogus_janthinomys_2018-07-04	Southeast	SP	Mosq	04/07/2018	2018	Other
ON022306.1_4086_partial_genome_Brazil_SP_Sao_Miguel_Arcanjo__IBGE7_3550209__Brazil_Alouatta_2018-05-13	Southeast	SP	NHP	13/05/2018	2018	Other
ON022307.1_37071_partial_genome_37071_Brazil_SP_Sao_Sebastiao_2018-04-20	Southeast	SP	Human	20/04/2018	2018	Other
ON022308.1_3587_partial_genome_Brazil_SP_Sao_Sebastiao__IBGE7_3550704__Brazil_Alouatta_2018-04-02	Southeast	SP	NHP	02/04/2018	2018	Other
ON022309.1_3769_partial_genome_Brazil_SP_Sao_Sebastiao__IBGE7_3550704__Brazil_Alouatta_2018-04-11	Southeast	SP	NHP	11/04/2018	2018	Other
ON022310.1_35903_partial_genome_35903_Brazil_SP_Sorocaba_2018-03-10	Southeast	SP	Human	10/03/2018	2018	Other
ON022311.1_IAL-14_partial_genome_Brazil_SP_Tabapua__IBGE7_3552601__Brazil_Primates_2016-12-19	Southeast	SP	NHP	19/12/2016	2016	Other
ON022312.1_3531_partial_genome_Brazil_SP_Taubate__IBGE7_3554102__Brazil_Callithrix_2018-03-24	Southeast	SP	NHP	24/03/2018	2018	Other
ON022313.1_3538_partial_genome_Brazil_SP_Ubatuba__IBGE7_3555406__Brazil_Alouatta_2018-03-24	Southeast	SP	NHP	24/03/2018	2018	Other
ON022314.1_4869_partial_genome_Brazil_SP_Valinhos__IBGE7_3556206__Brazil_Primates_2018-04-16	Southeast	SP	NHP	16/04/2018	2018	Other
ON022315.1_TEC1622_partial_genome_TEC1622_Brazil_SP_Vinhedo_2018-03-21	Southeast	SP	Human	21/03/2018	2018	Other
ON022316.1_1075_partial_genome_1075_Brazil_SP_Guarulhos_2018-03-01	Southeast	SP	Human	01/03/2018	2018	Other
ON022317.1_1086_partial_genome_1086_Brazil_SP_Carapicuiba_2018-03-12	Southeast	SP	Human	12/03/2018	2018	Other
ON022318.1_1079_partial_genome_1079_Brazil_SP_Ibiuna_2018-03-05	Southeast	SP	Human	05/03/2018	2018	Other
ON022319.1_SOFFA_partial_genome_SOFFA_Brazil_SP_Iguape_2019-01	Southeast	SP	Human	15/01/2019	2019	Other
ON022320.1_2864_partial_genome_Brazil_SP_Sao_Paulo__IBGE7_3550308__Brazil_Alouatta_2018-01-08	Southeast	SP	NHP	08/01/2018	2018	Other
ON022321.1_2878_partial_genome_Brazil_SP_Sao_Paulo__IBGE7_3550308__Brazil_Alouatta_2017-12-29	Southeast	SP	NHP	29/12/2017	2017	Other
ON022322.1_2885_partial_genome_Brazil_SP_Itapecerica_Da_Serra__IBGE7_3522208__Brazil_Primates_2018-01-07	Southeast	SP	NHP	07/01/2018	2018	Other
ON022323.1_2918_partial_genome_Brazil_SP_Sao_Paulo__IBGE7_3550308__Brazil_Alouatta_2018-01-10	Southeast	SP	NHP	10/01/2018	2018	Other
ON022324.1_2965_partial_genome_Brazil_SP_Sao_Paulo__IBGE7_3550308__Brazil_Alouatta_2018-01-22	Southeast	SP	NHP	22/01/2018	2018	Other
ON022325.1_2966_partial_genome_Brazil_SP_Sao_Paulo__IBGE7_3550308__Brazil_Alouatta_2018-01-21	Southeast	SP	NHP	21/01/2018	2018	Other
ON022326.1_2967_partial_genome_Brazil_SP_Sao_Paulo__IBGE7_3550308__Brazil_Alouatta_2018-01-19	Southeast	SP	NHP	19/01/2018	2018	Other
ON022327.1_3036_partial_genome_Brazil_SP_Sao_Paulo__IBGE7_3550308__Brazil_Alouatta_2018-01-31	Southeast	SP	NHP	31/01/2018	2018	Other
ON022328.1_3217_partial_genome_Brazil_SP_Sao_Paulo__IBGE7_3550308__Brazil_Alouatta_2018-02-22	Southeast	SP	NHP	22/02/2018	2018	Other
ON022329.1_2968_partial_genome_Brazil_SP_Sao_Paulo__IBGE7_3550308__Brazil_Alouatta_2018-01-16	Southeast	SP	NHP	16/01/2018	2018	Other
ON022330.1_2971_partial_genome_Brazil_SP_Sao_Paulo__IBGE7_3550308__Brazil_Alouatta_2018-01-19	Southeast	SP	NHP	19/01/2018	2018	Other
ON022331.1_2972_partial_genome_Brazil_SP_Sao_Paulo__IBGE7_3550308__Brazil_Alouatta_2018-01-19	Southeast	SP	NHP	19/01/2018	2018	Other
ON022332.1_2973_partial_genome_Brazil_SP_Sao_Paulo__IBGE7_3550308__Brazil_Alouatta_2018-01-19	Southeast	SP	NHP	19/01/2018	2018	Other
